,,,,
Bilgisayar ve Öğretim Teknolojileri Eğitimi Lisans Programı,https://chat.whatsapp.com/JumLuMxOefI1pYrEqWa298,https://chat.whatsapp.com/BRYUQrchphJKwCqOm8fTYR,https://chat.whatsapp.com/Gb9ww0VenMv7pInc5mbVnj,https://chat.whatsapp.com/HDwv28yKDQB53SLa6IPmbK
Rehberlik ve Psikolojik Danışmanlık Lisans Programı,https://chat.whatsapp.com/JumLuMxOefI1pYrEqWa298,https://chat.whatsapp.com/DTd8xMTqQsk9HMwWHVTpwV,https://chat.whatsapp.com/Gb9ww0VenMv7pInc5mbVnj,https://chat.whatsapp.com/HDwv28yKDQB53SLa6IPmbK
İlköğretim Matematik Eğitimi Lisans Programı,https://chat.whatsapp.com/JumLuMxOefI1pYrEqWa298,https://chat.whatsapp.com/HAybM9w36QN9PDXUCJ41kj,https://chat.whatsapp.com/Gb9ww0VenMv7pInc5mbVnj,https://chat.whatsapp.com/HDwv28yKDQB53SLa6IPmbK
Fen Bilgisi Eğitimi Lisans Programı,https://chat.whatsapp.com/JumLuMxOefI1pYrEqWa298,https://chat.whatsapp.com/E3E5AbHAcRIIF95xtsHNtU,https://chat.whatsapp.com/Gb9ww0VenMv7pInc5mbVnj,https://chat.whatsapp.com/HDwv28yKDQB53SLa6IPmbK
Okulöncesi Eğitimi Lisans Programı,https://chat.whatsapp.com/JumLuMxOefI1pYrEqWa298,https://chat.whatsapp.com/CDpFmXUE5B7FPlw2a5eRay,https://chat.whatsapp.com/Gb9ww0VenMv7pInc5mbVnj,https://chat.whatsapp.com/HDwv28yKDQB53SLa6IPmbK
Sınıf Öğretmenliği Lisans Programı,https://chat.whatsapp.com/JumLuMxOefI1pYrEqWa298,https://chat.whatsapp.com/GitO1RSubSR5eGft42dAfX,https://chat.whatsapp.com/Gb9ww0VenMv7pInc5mbVnj,https://chat.whatsapp.com/HDwv28yKDQB53SLa6IPmbK
Sosyal Bilgiler Eğitimi Lisans Programı,https://chat.whatsapp.com/JumLuMxOefI1pYrEqWa298,https://chat.whatsapp.com/FzaWLgbQKaC5b8FC4Jqnz1,https://chat.whatsapp.com/Gb9ww0VenMv7pInc5mbVnj,https://chat.whatsapp.com/HDwv28yKDQB53SLa6IPmbK
Türkçe Eğitimi Lisans Programı,https://chat.whatsapp.com/JumLuMxOefI1pYrEqWa298,https://chat.whatsapp.com/B9Rb4LZBZv40b2TSTpBYrr,https://chat.whatsapp.com/Gb9ww0VenMv7pInc5mbVnj,https://chat.whatsapp.com/HDwv28yKDQB53SLa6IPmbK
İngilizce Öğretmenliği Lisans Programı,https://chat.whatsapp.com/JumLuMxOefI1pYrEqWa298,https://chat.whatsapp.com/KQih9pcRcSN4BbpwUxqd9R,https://chat.whatsapp.com/Gb9ww0VenMv7pInc5mbVnj,https://chat.whatsapp.com/HDwv28yKDQB53SLa6IPmbK
Elektrik Mühendisliği Lisans Programı,https://chat.whatsapp.com/L902flQ1nJLL5LxiKqL8al,https://chat.whatsapp.com/FL90Xuw0QVeCJpmyfrifrO,https://chat.whatsapp.com/Gb9ww0VenMv7pInc5mbVnj,https://chat.whatsapp.com/HDwv28yKDQB53SLa6IPmbK
Bilgisayar Mühendisliği Lisans Programı,https://chat.whatsapp.com/L902flQ1nJLL5LxiKqL8al,https://chat.whatsapp.com/Gb05Kr3ZuVGEpg2AamuCO7,https://chat.whatsapp.com/Gb9ww0VenMv7pInc5mbVnj,https://chat.whatsapp.com/HDwv28yKDQB53SLa6IPmbK
Kontrol ve Otomasyon Mühendisliği Lisans Programı,https://chat.whatsapp.com/L902flQ1nJLL5LxiKqL8al,https://chat.whatsapp.com/KaMbsW8gmPREZWlN2EezHA,https://chat.whatsapp.com/Gb9ww0VenMv7pInc5mbVnj,https://chat.whatsapp.com/HDwv28yKDQB53SLa6IPmbK
Kontrol ve Otomasyon Mühendisliği Lisans Programı (İngilizce),https://chat.whatsapp.com/L902flQ1nJLL5LxiKqL8al,https://chat.whatsapp.com/KaMbsW8gmPREZWlN2EezHA,https://chat.whatsapp.com/Gb9ww0VenMv7pInc5mbVnj,https://chat.whatsapp.com/HDwv28yKDQB53SLa6IPmbK
Elektronik & Haberleşme Mühendisliği Lisans Programı,https://chat.whatsapp.com/L902flQ1nJLL5LxiKqL8al,https://chat.whatsapp.com/I4Y9WCE5I7f9b2fgN0XrBG,https://chat.whatsapp.com/Gb9ww0VenMv7pInc5mbVnj,https://chat.whatsapp.com/HDwv28yKDQB53SLa6IPmbK
Biyomedikal Mühendisliği Lisans Programı,https://chat.whatsapp.com/L902flQ1nJLL5LxiKqL8al,https://chat.whatsapp.com/IGVrsNuRMu28qYlRlN7wQL,https://chat.whatsapp.com/Gb9ww0VenMv7pInc5mbVnj,https://chat.whatsapp.com/HDwv28yKDQB53SLa6IPmbK
Fransızca Mütercim Tercümanlık Lisans Programı,https://chat.whatsapp.com/HYlIcQsQLU9GweK9RCjoo0,https://chat.whatsapp.com/FPwgkBx4mdY2JzUpkge0CK,https://chat.whatsapp.com/Gb9ww0VenMv7pInc5mbVnj,https://chat.whatsapp.com/HDwv28yKDQB53SLa6IPmbK
Fizik Lisans Programı,https://chat.whatsapp.com/HYlIcQsQLU9GweK9RCjoo0,https://chat.whatsapp.com/LZERzxUW4if8wcLsSZrdB1,https://chat.whatsapp.com/Gb9ww0VenMv7pInc5mbVnj,https://chat.whatsapp.com/HDwv28yKDQB53SLa6IPmbK
İstatistik Lisans Programı,https://chat.whatsapp.com/HYlIcQsQLU9GweK9RCjoo0,https://chat.whatsapp.com/D4OH0BtUGPR0wIN7tjrQCk,https://chat.whatsapp.com/Gb9ww0VenMv7pInc5mbVnj,https://chat.whatsapp.com/HDwv28yKDQB53SLa6IPmbK
Kimya Lisans Programı,https://chat.whatsapp.com/HYlIcQsQLU9GweK9RCjoo0,https://chat.whatsapp.com/IsuCq25Bntb4YZ9Wf9JZtW,https://chat.whatsapp.com/Gb9ww0VenMv7pInc5mbVnj,https://chat.whatsapp.com/HDwv28yKDQB53SLa6IPmbK
Kimya Lisans Programı (İngilizce),https://chat.whatsapp.com/HYlIcQsQLU9GweK9RCjoo0,https://chat.whatsapp.com/IsuCq25Bntb4YZ9Wf9JZtW,https://chat.whatsapp.com/Gb9ww0VenMv7pInc5mbVnj,https://chat.whatsapp.com/HDwv28yKDQB53SLa6IPmbK
Matematik Lisans Programı,https://chat.whatsapp.com/HYlIcQsQLU9GweK9RCjoo0,https://chat.whatsapp.com/KntLSBwDojS2ipAnpe6EKa,https://chat.whatsapp.com/Gb9ww0VenMv7pInc5mbVnj,https://chat.whatsapp.com/HDwv28yKDQB53SLa6IPmbK
Moleküler Biyoloji ve Genetik Lisans Programı,https://chat.whatsapp.com/HYlIcQsQLU9GweK9RCjoo0,https://chat.whatsapp.com/FPzkqpOVlasBeoWWlVneyG,https://chat.whatsapp.com/Gb9ww0VenMv7pInc5mbVnj,https://chat.whatsapp.com/HDwv28yKDQB53SLa6IPmbK
Türk Dili ve Edebiyatı Lisans Programı,https://chat.whatsapp.com/HYlIcQsQLU9GweK9RCjoo0,https://chat.whatsapp.com/LdcGnHm7WCW8QQUMsH6PmT,https://chat.whatsapp.com/Gb9ww0VenMv7pInc5mbVnj,https://chat.whatsapp.com/HDwv28yKDQB53SLa6IPmbK
Gemi İnşaatı ve Gemi Makineleri Mühendisliği Lisans Programı (%30 İngilizce),https://chat.whatsapp.com/IORHuPPI4g9JjiJDSEtoEI,https://chat.whatsapp.com/E9kb6tZGstF21io2EPKwmL,https://chat.whatsapp.com/Gb9ww0VenMv7pInc5mbVnj,https://chat.whatsapp.com/HDwv28yKDQB53SLa6IPmbK
Gemi Makineleri İşletme Mühendisliği Lisans Programı (%30 İngilizce),https://chat.whatsapp.com/IORHuPPI4g9JjiJDSEtoEI,https://chat.whatsapp.com/Cx2w4YUJ0oa6RPlLApuZmf,https://chat.whatsapp.com/Gb9ww0VenMv7pInc5mbVnj,https://chat.whatsapp.com/HDwv28yKDQB53SLa6IPmbK
İşletme Lisans Programı (İngilizce),https://chat.whatsapp.com/GV8rGbPDwuW0w7QMUsZso6,https://chat.whatsapp.com/Gv6KhEU3q757vS48BXuFgR,https://chat.whatsapp.com/Gb9ww0VenMv7pInc5mbVnj,https://chat.whatsapp.com/HDwv28yKDQB53SLa6IPmbK
İşletme Lisans Programı,https://chat.whatsapp.com/GV8rGbPDwuW0w7QMUsZso6,https://chat.whatsapp.com/Gv6KhEU3q757vS48BXuFgR,https://chat.whatsapp.com/Gb9ww0VenMv7pInc5mbVnj,https://chat.whatsapp.com/HDwv28yKDQB53SLa6IPmbK
İşletme ABD Bilimsel Hazırlık Programı,https://chat.whatsapp.com/GV8rGbPDwuW0w7QMUsZso6,https://chat.whatsapp.com/Gv6KhEU3q757vS48BXuFgR,https://chat.whatsapp.com/Gb9ww0VenMv7pInc5mbVnj,https://chat.whatsapp.com/HDwv28yKDQB53SLa6IPmbK
İktisat Lisans Programı,https://chat.whatsapp.com/GV8rGbPDwuW0w7QMUsZso6,https://chat.whatsapp.com/BRri3es7Pw3IdJbI0KMN99,https://chat.whatsapp.com/Gb9ww0VenMv7pInc5mbVnj,https://chat.whatsapp.com/HDwv28yKDQB53SLa6IPmbK
İktisat Lisans Programı (İngilizce),https://chat.whatsapp.com/GV8rGbPDwuW0w7QMUsZso6,https://chat.whatsapp.com/BRri3es7Pw3IdJbI0KMN99,https://chat.whatsapp.com/Gb9ww0VenMv7pInc5mbVnj,https://chat.whatsapp.com/HDwv28yKDQB53SLa6IPmbK
Siyaset Bilimi ve Uluslararası İlişkiler Lisans Programı,https://chat.whatsapp.com/GV8rGbPDwuW0w7QMUsZso6,https://chat.whatsapp.com/JQKDxKlAEZiAxKhNJ6KhfQ,https://chat.whatsapp.com/Gb9ww0VenMv7pInc5mbVnj,https://chat.whatsapp.com/HDwv28yKDQB53SLa6IPmbK
İnşaat Mühendisliği Lisans Programı,https://chat.whatsapp.com/HIQR8kyeViR8MBnmrrV07U,https://chat.whatsapp.com/CqdrN96XiplG7b9xYJlN1o,https://chat.whatsapp.com/Gb9ww0VenMv7pInc5mbVnj,https://chat.whatsapp.com/HDwv28yKDQB53SLa6IPmbK
İnşaat Mühendisliği Lisans Programı (İngilizce),https://chat.whatsapp.com/HIQR8kyeViR8MBnmrrV07U,https://chat.whatsapp.com/CqdrN96XiplG7b9xYJlN1o,https://chat.whatsapp.com/Gb9ww0VenMv7pInc5mbVnj,https://chat.whatsapp.com/HDwv28yKDQB53SLa6IPmbK
Çevre Mühendisliği Lisans Programı,https://chat.whatsapp.com/HIQR8kyeViR8MBnmrrV07U,https://chat.whatsapp.com/EN60zHnGs861qGQD1HMAP7,https://chat.whatsapp.com/Gb9ww0VenMv7pInc5mbVnj,https://chat.whatsapp.com/HDwv28yKDQB53SLa6IPmbK
Harita Mühendisliği Lisans Programı,https://chat.whatsapp.com/HIQR8kyeViR8MBnmrrV07U,https://chat.whatsapp.com/FEc74Z2U3ALHBM0Yl6I0hH,https://chat.whatsapp.com/Gb9ww0VenMv7pInc5mbVnj,https://chat.whatsapp.com/HDwv28yKDQB53SLa6IPmbK
Biyomühendislik Lisans Programı,https://chat.whatsapp.com/HhrsoYPZrelGC6U554Lzto,https://chat.whatsapp.com/IDQem6dgPDc8wKk7eEQkut,https://chat.whatsapp.com/Gb9ww0VenMv7pInc5mbVnj,https://chat.whatsapp.com/HDwv28yKDQB53SLa6IPmbK
