Kontrol ve Otomasyon Mühendisliği Lisans Programı (İngilizce),https://chat.whatsapp.com/B8qaXQQ0pn92gFNhQ77iBU,https://chat.whatsapp.com/FOe9smJvbM4LhY9XAokcoe
Kültür Varlıklarını Koruma ve Onarım Lisans Programı,https://chat.whatsapp.com/JdrvwOoGVN99PEpnOWQuDJ,https://chat.whatsapp.com/FfV8B6LJc7SLWNXnenyhio
Makine Mühendisliği Lisans Programı,https://chat.whatsapp.com/I7QYbn9TYK66BAlySys5gQ,https://chat.whatsapp.com/CKS2MnFyicQ3U0eZWSLapo https://chat.whatsapp.com/IPzVVPXCoYz3yIMnllTO7G
Matematik Lisans Programı,https://chat.whatsapp.com/LEyaQgLAhTjCbyemFq5oSV,https://chat.whatsapp.com/EpU0zOp5g4MJznpFoIMz2L
Matematik Lisans Programı (2. Öğretim),https://chat.whatsapp.com/LEyaQgLAhTjCbyemFq5oSV,https://chat.whatsapp.com/EpU0zOp5g4MJznpFoIMz2L
Matematik Mühendisliği Lisans Programı,https://chat.whatsapp.com/CgPpt5FSOwN1ZAfLoyIJeY,https://chat.whatsapp.com/KS9dd3jzJLN85Vtfb0naNe
Matematik Mühendisliği Lisans Programı (2. Öğretim),https://chat.whatsapp.com/CgPpt5FSOwN1ZAfLoyIJeY,https://chat.whatsapp.com/KS9dd3jzJLN85Vtfb0naNe
"Matematik Mühendisliği Lisans Programı (2. Öğretim, İngilizce)",https://chat.whatsapp.com/CgPpt5FSOwN1ZAfLoyIJeY,https://chat.whatsapp.com/KS9dd3jzJLN85Vtfb0naNe
Matematik Mühendisliği Lisans Programı (İngilizce),https://chat.whatsapp.com/CgPpt5FSOwN1ZAfLoyIJeY,https://chat.whatsapp.com/KS9dd3jzJLN85Vtfb0naNe
Mekatronik Mühendisliği Lisans Programı,https://chat.whatsapp.com/I7QYbn9TYK66BAlySys5gQ,https://chat.whatsapp.com/KYq9sKnVF28HSN1vP89sbm
Mekatronik Mühendisliği Lisans Programı (%100 İngilizce),https://chat.whatsapp.com/I7QYbn9TYK66BAlySys5gQ,https://chat.whatsapp.com/KYq9sKnVF28HSN1vP89sbm
Metalürji ve Malzeme Mühendisliği Lisans Programı,https://chat.whatsapp.com/CgPpt5FSOwN1ZAfLoyIJeY,https://chat.whatsapp.com/ERZ35aaXZYhB648t3O2ZvT
Metalürji ve Malzeme Mühendisliği Lisans Programı (İngilizce),https://chat.whatsapp.com/CgPpt5FSOwN1ZAfLoyIJeY,https://chat.whatsapp.com/ERZ35aaXZYhB648t3O2ZvT
Mimarlık Lisans Programı,https://chat.whatsapp.com/JdrvwOoGVN99PEpnOWQuDJ,https://chat.whatsapp.com/FSObJNqgkYu3W6oUPeDeOT
Mimarlık Lisans Programı (İngilizce),https://chat.whatsapp.com/JdrvwOoGVN99PEpnOWQuDJ,https://chat.whatsapp.com/FSObJNqgkYu3W6oUPeDeOT
Moleküler Biyoloji ve Genetik Lisans Programı,https://chat.whatsapp.com/LEyaQgLAhTjCbyemFq5oSV,
Müzik Toplulukları Lisans Programı,https://chat.whatsapp.com/HTHl0d8dSksIeM7I6tObWi,https://chat.whatsapp.com/LNDvpFlL2UHHs3g8zXZSDn
Okulöncesi Eğitimi Lisans Programı,https://chat.whatsapp.com/GCaTbb6WZ5r70etXoF7dGS,https://chat.whatsapp.com/JXs1Jgk19AfC03sB1NSfdg
Rehberlik ve Psikolojik Danışmanlık Lisans Programı,https://chat.whatsapp.com/GCaTbb6WZ5r70etXoF7dGS,https://chat.whatsapp.com/LdQXnBB7jkyChwzTngsvfr
Sanat Yönetimi Lisans Programı,https://chat.whatsapp.com/HTHl0d8dSksIeM7I6tObWi,https://chat.whatsapp.com/JXs1Jgk19AfC03sB1NSfdg
Şehir ve Bölge Planlama Lisans Programı,https://chat.whatsapp.com/JdrvwOoGVN99PEpnOWQuDJ,https://chat.whatsapp.com/GaQUoHNcOqDCufF7fwUAsK
Sınıf Öğretmenliği Lisans Programı,https://chat.whatsapp.com/GCaTbb6WZ5r70etXoF7dGS,https://chat.whatsapp.com/Fw3OBWfD41fH45KoIr9nZp
Siyaset Bilimi ve Uluslararası İlişkiler Lisans Programı,https://chat.whatsapp.com/Hn7mJVMVG784JFOttTCQVY,https://chat.whatsapp.com/HyILTcfmljZ1LP4U26G2Vh
Sosyal Bilgiler Eğitimi Lisans Programı,https://chat.whatsapp.com/GCaTbb6WZ5r70etXoF7dGS,https://chat.whatsapp.com/KnsQg8nqdZC9WkARKKL3Em
Türk Dili ve Edebiyatı Lisans Programı,https://chat.whatsapp.com/LEyaQgLAhTjCbyemFq5oSV,https://chat.whatsapp.com/KmCwiSlOkar5xCzz5D88iv
Türkçe Eğitimi Lisans Programı,https://chat.whatsapp.com/GCaTbb6WZ5r70etXoF7dGS,https://chat.whatsapp.com/KnsQg8nqdZC9WkARKKL3Em
