GENEL,https://chat.whatsapp.com/KHOAFTkrb9HHQv95GNiTkk,
GENEL,https://chat.whatsapp.com/BSE5Qs0sIvtGMbJmuIDFY4,
GENEL,https://chat.whatsapp.com/KC31bR0x5JsKlyITHEDTHJ,
HAZIRLIK,https://chat.whatsapp.com/DgDhUnJ4bRvETXeCPlDYJ1,
Bileşik Sanatlar Lisans Programı,https://chat.whatsapp.com/HTHl0d8dSksIeM7I6tObWi,
Bilgisayar Mühendisliği Lisans Programı,https://chat.whatsapp.com/B8qaXQQ0pn92gFNhQ77iBU,https://chat.whatsapp.com/CpPqRQU71YRIB6v2c6AakQ
Bilgisayar ve Öğretim Teknolojileri Eğitimi Lisans Programı,https://chat.whatsapp.com/GCaTbb6WZ5r70etXoF7dGS,https://chat.whatsapp.com/GwWirJcDKbjB5uD2yrYckI
Biyomedikal Mühendisliği Lisans Programı,https://chat.whatsapp.com/B8qaXQQ0pn92gFNhQ77iBU,https://chat.whatsapp.com/JIl6pZ7KTf15XBL0WOGAQq
Biyomühendislik Lisans Programı,https://chat.whatsapp.com/CgPpt5FSOwN1ZAfLoyIJeY,https://chat.whatsapp.com/HqpGXDqW960E4Tbt5ylQnz
Biyomühendislik Lisans Programı (İngilizce),https://chat.whatsapp.com/CgPpt5FSOwN1ZAfLoyIJeY,https://chat.whatsapp.com/HqpGXDqW960E4Tbt5ylQnz
Çevre Mühendisliği Lisans Programı,https://chat.whatsapp.com/DCIwZFkGewzAKrx6VV0aV2,https://chat.whatsapp.com/IEQa8LAgSC7KVzmfwVP6DT
Çevre Mühendisliği Lisans Programı (2. Öğretim),https://chat.whatsapp.com/DCIwZFkGewzAKrx6VV0aV2,https://chat.whatsapp.com/IEQa8LAgSC7KVzmfwVP6DT
Duysal (Ses) Sanatları Tasarımı Lisans Programı,https://chat.whatsapp.com/HTHl0d8dSksIeM7I6tObWi,https://chat.whatsapp.com/BD8YGQRvxFJ4gaqGoW2dRT
Elektrik Mühendisliği Lisans Programı,https://chat.whatsapp.com/B8qaXQQ0pn92gFNhQ77iBU,https://chat.whatsapp.com/KwrF75Nj5fJDSMvqyyitKr
Elektrik Mühendisliği Lisans Programı (2. Öğretim),https://chat.whatsapp.com/B8qaXQQ0pn92gFNhQ77iBU,https://chat.whatsapp.com/KwrF75Nj5fJDSMvqyyitKr
Elektronik & Haberleşme Mühendisliği Lisans Programı,https://chat.whatsapp.com/B8qaXQQ0pn92gFNhQ77iBU,https://chat.whatsapp.com/HB40XjP7euUKp4Vqp4EpWR
Endüstri Mühendisliği Lisans Programı,https://chat.whatsapp.com/I7QYbn9TYK66BAlySys5gQ,https://chat.whatsapp.com/JDOHr5mrkntDBrA9OgTOoo
Endüstri Mühendisliği Lisans Programı (%100 İngilizce),https://chat.whatsapp.com/I7QYbn9TYK66BAlySys5gQ,https://chat.whatsapp.com/JDOHr5mrkntDBrA9OgTOoo
Endüstri Mühendisliği Lisans Programı (2. Öğretim),https://chat.whatsapp.com/I7QYbn9TYK66BAlySys5gQ,https://chat.whatsapp.com/JDOHr5mrkntDBrA9OgTOoo
Fen Bilgisi Eğitimi Lisans Programı,https://chat.whatsapp.com/GCaTbb6WZ5r70etXoF7dGS,https://chat.whatsapp.com/BvCu2Ly1BuWAQJeFoGQzN5
Fizik Lisans Programı,https://chat.whatsapp.com/LEyaQgLAhTjCbyemFq5oSV,https://chat.whatsapp.com/BCp0C7WL68hGAajIXxZlLC
Fotoğraf ve Video Lisans Programı,https://chat.whatsapp.com/HTHl0d8dSksIeM7I6tObWi,
Fransızca Mütercim Tercümanlık Lisans Programı,https://chat.whatsapp.com/LEyaQgLAhTjCbyemFq5oSV,https://chat.whatsapp.com/B90f5yAtJ2J9tVg866bNzw
Gemi İnşaatı ve Gemi Makineleri Mühendisliği Lisans Programı (%30 İngilizce),https://chat.whatsapp.com/KN5vzWte80gK6ClWjH5zQY,https://chat.whatsapp.com/GzM13548ia8F9AVTjtMQm4
Gemi Makineleri İşletme Mühendisliği Lisans Programı (%30 İngilizce),https://chat.whatsapp.com/KN5vzWte80gK6ClWjH5zQY,https://chat.whatsapp.com/Cl302TbjcjO3HzYCieUP7k
Gıda Mühendisliği Lisans Programı,https://chat.whatsapp.com/CgPpt5FSOwN1ZAfLoyIJeY,https://chat.whatsapp.com/L2jk1lXNd1nL7qbYIK4rPb
Grafik Tasarımı Lisans Programı,,
Harita Mühendisliği Lisans Programı,https://chat.whatsapp.com/DCIwZFkGewzAKrx6VV0aV2,https://chat.whatsapp.com/CONygCG6SpPKP1ELg2Mglr
Harita Mühendisliği Lisans Programı (2. Öğretim),https://chat.whatsapp.com/DCIwZFkGewzAKrx6VV0aV2,https://chat.whatsapp.com/CONygCG6SpPKP1ELg2Mglr
Havacılık Elektroniği Lisans Programı,,
İktisat Lisans Programı,https://chat.whatsapp.com/Hn7mJVMVG784JFOttTCQVY,https://chat.whatsapp.com/DLDtHiee6cx3l4X6VDjxHe
İktisat Lisans Programı (2. Öğretim),https://chat.whatsapp.com/Hn7mJVMVG784JFOttTCQVY,https://chat.whatsapp.com/DLDtHiee6cx3l4X6VDjxHe
İlköğretim Matematik Eğitimi Lisans Programı,https://chat.whatsapp.com/GCaTbb6WZ5r70etXoF7dGS,https://chat.whatsapp.com/BX3BmZj5rpG5ylll7cryco
İngilizce Öğretmenliği Lisans Programı,https://chat.whatsapp.com/GCaTbb6WZ5r70etXoF7dGS,https://chat.whatsapp.com/LWjm3twE9FI8BzQRlbxVK5
İnşaat Mühendisliği Lisans Programı,https://chat.whatsapp.com/DCIwZFkGewzAKrx6VV0aV2,https://chat.whatsapp.com/DCIwZFkGewzAKrx6VV0aV2
İnşaat Mühendisliği Lisans Programı (2. Öğretim),https://chat.whatsapp.com/DCIwZFkGewzAKrx6VV0aV2,https://chat.whatsapp.com/DCIwZFkGewzAKrx6VV0aV2
İnşaat Mühendisliği Lisans Programı (İngilizce),https://chat.whatsapp.com/DCIwZFkGewzAKrx6VV0aV2,https://chat.whatsapp.com/DCIwZFkGewzAKrx6VV0aV2
İnteraktif Medya Tasarımı Lisans Programı,https://chat.whatsapp.com/HTHl0d8dSksIeM7I6tObWi,
İşletme Lisans Programı,https://chat.whatsapp.com/Hn7mJVMVG784JFOttTCQVY,https://chat.whatsapp.com/ByfLu064rWX7rJcxr3WQQM
İstatistik Lisans Programı,https://chat.whatsapp.com/LEyaQgLAhTjCbyemFq5oSV,https://chat.whatsapp.com/BAjDemA0eQhBbHs1N5m7Er
Kimya Lisans Programı,https://chat.whatsapp.com/LEyaQgLAhTjCbyemFq5oSV,https://chat.whatsapp.com/CwcxI14Sh1i4vOCLTwurH7
Kimya Lisans Programı (İngilizce),https://chat.whatsapp.com/LEyaQgLAhTjCbyemFq5oSV,https://chat.whatsapp.com/CwcxI14Sh1i4vOCLTwurH7
Kimya Mühendisliği Lisans Programı,https://chat.whatsapp.com/CgPpt5FSOwN1ZAfLoyIJeY,https://chat.whatsapp.com/JpiMZ9yLmtyBJCU5ZTrBW9
Kimya Mühendisliği Lisans Programı (İngilizce),https://chat.whatsapp.com/CgPpt5FSOwN1ZAfLoyIJeY,https://chat.whatsapp.com/JpiMZ9yLmtyBJCU5ZTrBW9
Kontrol ve Otomasyon Mühendisliği Lisans Programı,https://chat.whatsapp.com/B8qaXQQ0pn92gFNhQ77iBU,https://chat.whatsapp.com/FOe9smJvbM4LhY9XAokcoe
